 1.000000 0.000000 0.500000 -0.000000 0.001537 
 1.000000 0.000000 0.578571 -0.000000 0.003600 
 1.068045 0.000000 0.539286 -0.000000 0.003861 
 1.068045 0.000000 0.460714 -0.000000 0.003861 
 1.000000 0.000000 0.421429 -0.000000 0.003600 
 0.931955 0.000000 0.460714 -0.000000 0.003335 
 0.931955 0.000000 0.539286 -0.000000 0.003335 
 1.000000 0.000000 0.657143 -0.000000 0.003247 
 1.078571 0.000000 0.636090 -0.000000 0.003780 
 1.136090 0.000000 0.578571 -0.000000 0.003703 
 1.157143 0.000000 0.500000 -0.000000 0.004062 
 1.136090 0.000000 0.421429 -0.000000 0.003703 
 1.078571 0.000000 0.363910 -0.000000 0.003780 
 1.000000 0.000000 0.342857 -0.000000 0.003247 
 0.921429 0.000000 0.363910 -0.000000 0.003221 
 0.863910 0.000000 0.421429 -0.000000 0.002797 
 0.842857 0.000000 0.500000 -0.000000 0.002944 
 0.863910 0.000000 0.578571 -0.000000 0.002797 
 0.921429 0.000000 0.636090 -0.000000 0.003221 
 1.000000 0.000000 0.735714 -0.000000 0.002356 
 1.080619 0.000000 0.721499 -0.000000 0.002574 
 1.151514 0.000000 0.680568 -0.000000 0.002786 
 1.204135 0.000000 0.617857 -0.000000 0.002959 
 1.232133 0.000000 0.540931 -0.000000 0.003022 
 1.232133 0.000000 0.459069 -0.000000 0.003022 
 1.204135 0.000000 0.382143 -0.000000 0.002959 
 1.151514 0.000000 0.319432 -0.000000 0.002786 
 1.080619 0.000000 0.278501 -0.000000 0.002574 
 1.000000 0.000000 0.264286 -0.000000 0.002356 
 0.919381 0.000000 0.278501 -0.000000 0.002100 
 0.848486 0.000000 0.319432 -0.000000 0.001886 
 0.795865 0.000000 0.382143 -0.000000 0.001747 
 0.767867 0.000000 0.459069 -0.000000 0.001646 
 0.767867 0.000000 0.540931 -0.000000 0.001646 
 0.795865 0.000000 0.617857 -0.000000 0.001747 
 0.848486 0.000000 0.680568 -0.000000 0.001886 
 0.919381 0.000000 0.721499 -0.000000 0.002100 
 0.998630 0.052336 0.500000 -0.000080 0.001535 
 0.998630 0.052336 0.578571 -0.000188 0.003596 
 1.066581 0.055897 0.539286 -0.000202 0.003856 
 1.066581 0.055897 0.460714 -0.000202 0.003856 
 0.998630 0.052336 0.421429 -0.000188 0.003596 
 0.930678 0.048775 0.460714 -0.000175 0.003330 
 0.930678 0.048775 0.539286 -0.000175 0.003330 
 0.998630 0.052336 0.657143 -0.000170 0.003242 
 1.077093 0.056448 0.636090 -0.000198 0.003775 
 1.134533 0.059458 0.578571 -0.000194 0.003697 
 1.155557 0.060560 0.500000 -0.000213 0.004056 
 1.134533 0.059458 0.421429 -0.000194 0.003697 
 1.077093 0.056448 0.363910 -0.000198 0.003775 
 0.998630 0.052336 0.342857 -0.000170 0.003242 
 0.920166 0.048224 0.363910 -0.000169 0.003216 
 0.862726 0.045214 0.421429 -0.000146 0.002793 
 0.841702 0.044112 0.500000 -0.000154 0.002940 
 0.862726 0.045214 0.578571 -0.000146 0.002793 
 0.920166 0.048224 0.636090 -0.000169 0.003216 
 0.998630 0.052336 0.735714 -0.000123 0.002352 
 1.079138 0.056555 0.721499 -0.000135 0.002571 
 1.149936 0.060266 0.680568 -0.000146 0.002783 
 1.202484 0.063020 0.617857 -0.000155 0.002955 
 1.230445 0.064485 0.540931 -0.000158 0.003018 
 1.230445 0.064485 0.459069 -0.000158 0.003018 
 1.202484 0.063020 0.382143 -0.000155 0.002955 
 1.149936 0.060266 0.319432 -0.000146 0.002783 
 1.079138 0.056555 0.278501 -0.000135 0.002571 
 0.998630 0.052336 0.264286 -0.000123 0.002352 
 0.918121 0.048117 0.278501 -0.000110 0.002097 
